date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error
2021-03-12 18:41:10,SenAngusKing,The American Rescue Plan will provide vital funds for Maine businesses from funding for broadband and the agricultural industry to support for restaurants and live performance venues.  has a great overview:,Democrat,1,2021,biden-era,True,Democrat,Establishment,85,Support for the American Rescue Plan (Biden administration legislation) combined with focus on mainstream economic support for traditional industries indicates Democratic establishment alignment.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Support for the American Rescue Plan (Biden administration legislation) combined with focus on mainstream economic support for traditional industries indicates Democratic establishment alignment.""
}",False
2021-03-19 14:09:38,SenSanders,"Maybe its a radical idea, but I believe a job should lift workers out of poverty not keep them in it.",Democrat,1,2021,biden-era,True,Democrat,Populist,85,"Emphasis on worker welfare and critique of inadequate wages reflects progressive, populist economic messaging typical of Democratic senators focused on income inequality.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""Emphasis on worker welfare and critique of inadequate wages reflects progressive, populist economic messaging typical of Democratic senators focused on income inequality.""
}",False
2021-10-05 13:53:39,SenatorRomney,"Receiving this terrible news with a heavy heart. My prayers are with Mafatinis family, teammates, and friends.",Republican,0,2021,biden-era,True,Unknown,Unknown,5,"This is a condolence message about someone's death that contains no political content, policy positions, or partisan language.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""This is a condolence message about someone's death that contains no political content, policy positions, or partisan language.""
}",False
2021-03-25 01:30:07,SenatorCollins,The current application deadline for PPP is March just days away. I spoke from the Senate floor today to urge my colleagues to quickly pass bipartisan legislation Im co-leading to extend the deadline to apply to May and give SBA more time to process loans.,Republican,0,2021,biden-era,True,Republican,Establishment,45,"Support for PPP extension and bipartisan legislative cooperation suggests establishment orientation, but Republican lean is uncertain without party affiliation context.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Support for PPP extension and bipartisan legislative cooperation suggests establishment orientation, but Republican lean is uncertain without party affiliation context.""
}",False
2021-02-18 17:37:53,MartinHeinrich,Excited for the #CountdownToMars like I am? Fun fact: The SuperCam on the  was developed by  - right here in New Mexico! Cheers to the future of space being created by the best and brightest in NM and  be sure to watch history at:,Democrat,1,2021,biden-era,False,Democrat,Establishment,45,"The tweet focuses on space exploration and local economic development in New Mexico, themes common to both parties, but the enthusiastic celebration of government-funded scientific achievement leans slightly toward Democratic messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet focuses on space exploration and local economic development in New Mexico, themes common to both parties, but the enthusiastic celebration of government-funded scientific achievement leans slightly toward Democratic messaging.""
}",False
2021-07-26 20:58:49,SenSherrodBrown,"Today marks the st anniversary of the Americans with Disabilities Act. As we celebrate our progress, let us reaffirm that #DisabilityRights are human rights and recommit ourselves to increasing accessibility for all. #ADA31",Democrat,1,2021,biden-era,True,Democrat,Establishment,45,"The tweet emphasizes disability rights and accessibility as human rights, which aligns more with Democratic values, though this is a nonpartisan issue that both parties support.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes disability rights and accessibility as human rights, which aligns more with Democratic values, though this is a nonpartisan issue that both parties support.""
}",False
2023-01-19 14:36:10,RepMariaSalazar,"🚨 ICYMI: This morning, I joined  on  to discuss the crisis at the Southern Border and…",Republican,0,2023,biden-era,False,Republican,Establishment,45,"The focus on Southern Border crisis is a typical Republican concern, but the incomplete nature of the tweet and lack of populist language suggests establishment positioning, though confidence is moderate due to limited information.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The focus on Southern Border crisis is a typical Republican concern, but the incomplete nature of the tweet and lack of populist language suggests establishment positioning, though confidence is moderate due to limited information.""
}",False
2021-05-13 14:42:58,ChrisMurphyCT,"The priority should be a ceasefire. If Hamas will agree to a truce, Israel should not begin a ground invasion. Israel possesses the military power to destroy Gaza, but that would be strategically counterproductive and ethically indefensible.",Democrat,1,2021,biden-era,False,Democrat,Establishment,72,"The emphasis on ceasefire negotiations, restraint against military escalation, and ethical considerations reflects typical Democratic foreign policy rhetoric, while the measured tone suggests establishment positioning rather than populist anti-war activism.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on ceasefire negotiations, restraint against military escalation, and ethical considerations reflects typical Democratic foreign policy rhetoric, while the measured tone suggests establishment positioning rather than populist anti-war activism.""
}",False
2023-01-26 20:13:57,RepCarlos,Congratulations to the entire Rubio family! Looking forward to the next UM - UF game. 🏈🎉,Republican,0,2023,biden-era,False,Republican,Establishment,85,"Tweet references Marco Rubio (Republican Senator from Florida) and his family in a congratulatory, non-political manner consistent with typical establishment politician social engagement.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Tweet references Marco Rubio (Republican Senator from Florida) and his family in a congratulatory, non-political manner consistent with typical establishment politician social engagement.""
}",False
2022-10-26 20:43:44,RepGregStanton,Technology is improving the way law enforcement protects and serves our community—and it's innovative companies lik…,Democrat,1,2022,biden-era,False,Republican,Establishment,35,"The tweet's pro-technology and pro-business framing suggests Republican alignment, but the incomplete nature and focus on law enforcement service makes confidence low without more context.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet's pro-technology and pro-business framing suggests Republican alignment, but the incomplete nature and focus on law enforcement service makes confidence low without more context.""
}",False
2021-11-02 21:00:00,SenatorRomney,"As we engage with  allies like Slovenia in the Western Balkan region, we must ensure that these countries remain clear-eyed with Russias deceitful objectives. Its in the best interest of the U.S. and  our allies to pursue paths that advance economic independence from Russia.",Republican,0,2021,biden-era,True,Republican,Establishment,72,"The tweet emphasizes traditional alliance-building with Eastern European partners and concerns about Russian influence, which aligns with establishment Republican foreign policy priorities.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes traditional alliance-building with Eastern European partners and concerns about Russian influence, which aligns with establishment Republican foreign policy priorities.""
}",False
2023-01-09 18:15:30,CongressmanRaja,"The EPA's plan to tighten up air pollution standards can prevent as many as 4,200 premature deaths every year.",Democrat,1,2023,biden-era,False,Democrat,Establishment,78,"Support for EPA environmental regulations is typically championed by Democratic establishment figures, emphasizing public health benefits through regulatory governance.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 78,
  ""reasoning"": ""Support for EPA environmental regulations is typically championed by Democratic establishment figures, emphasizing public health benefits through regulatory governance.""
}",False
2022-12-14 14:21:43,RepBenCline,It was a privilege to honor our local Fincastle Volunteer Fire Department on its 75th anniversary. Since its beginn…,Republican,0,2022,biden-era,False,Republican,Establishment,35,"The tweet celebrates a local volunteer fire department anniversary, which is non-partisan constituent service that both parties engage in, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet celebrates a local volunteer fire department anniversary, which is non-partisan constituent service that both parties engage in, making confident classification difficult.""
}",False
2021-06-22 16:05:57,SenatorDurbin,"More than Americans live, work, and pay taxes in Washington, D.C. without full representation in our nations federal government. Its time for that to change. #DCStatehood is a mustevery American deserves to be fully represented in Congress.",Democrat,1,2021,biden-era,False,Democrat,Populist,92,DC statehood is a predominantly Democratic priority supported mainly by populist messaging emphasizing democratic representation and equal rights for all Americans.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""DC statehood is a predominantly Democratic priority supported mainly by populist messaging emphasizing democratic representation and equal rights for all Americans.""
}",False
2021-07-21 20:17:50,SenJohnBarrasso,Bidens #NordStream2 deal with Germany is a grave mistake. Paving the way for Russia and Germany to complete this pipeline puts a stranglehold on Europe. Protecting this Russian trap is not in our national security interest.,Republican,0,2021,biden-era,False,Republican,Establishment,85,"The tweet criticizes Biden's foreign policy on a major geopolitical issue (Nord Stream 2 pipeline) with traditional Republican security concerns about Russian influence and European dependence, which is characteristic of establishment Republican senators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet criticizes Biden's foreign policy on a major geopolitical issue (Nord Stream 2 pipeline) with traditional Republican security concerns about Russian influence and European dependence, which is characteristic of establishment Republican senators.""
}",False
2022-10-13 21:05:59,RepBrownley,As we celebrate the 247th birthday of the  we honor those who have served in the Sailor’s uniform. We are f…,Democrat,1,2022,biden-era,False,Republican,Establishment,25,"This patriotic tweet celebrating Independence Day and military service is too generic to classify with confidence, as both parties honor veterans and the nation's birthday.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""This patriotic tweet celebrating Independence Day and military service is too generic to classify with confidence, as both parties honor veterans and the nation's birthday.""
}",False
2022-11-28 17:08:26,RepRubenGallego,"We don't have a democracy if an election is only fair if your team wins.

I will always stand for free and fair ele…",Democrat,1,2022,biden-era,False,Republican,Populist,65,"The tweet's framing of election fairness as contingent on outcome and invocation of populist 'fair elections' rhetoric aligns with Republican messaging, though the sentiment could appeal across the spectrum.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet's framing of election fairness as contingent on outcome and invocation of populist 'fair elections' rhetoric aligns with Republican messaging, though the sentiment could appeal across the spectrum.""
}",False
2021-03-26 21:01:05,maziehirono,"The bill not only condemns these racist acts, but allows victims to come forward safely without fear. We hope to provide resources for communities to come together and fight intolerance and hate. This is no less than the victims deserve. We need to #StopAsianHate.",Democrat,1,2021,biden-era,False,Democrat,Establishment,72,"The tweet emphasizes victim protection, community resources, and institutional responses to hate crimes, which aligns with Democratic establishment priorities on civil rights and anti-discrimination legislation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes victim protection, community resources, and institutional responses to hate crimes, which aligns with Democratic establishment priorities on civil rights and anti-discrimination legislation.""
}",False
2021-01-27 21:21:57,SenBlumenthal,"The horrors of the Holocaust must never be forgotten. Today, on the th anniversary of Auschwitz-Birkenaus liberation, #WeRemember the millions of Jews and  others who fell victim to Nazi atrocities and  recommit to rooting out anti-Semitismand  all forms of hate.",Democrat,1,2021,biden-era,False,Democrat,Establishment,45,"The tweet focuses on Holocaust remembrance and condemning antisemitism, which is a bipartisan concern, but the framing and emphasis on rooting out hate is slightly more aligned with Democratic messaging on social issues.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet focuses on Holocaust remembrance and condemning antisemitism, which is a bipartisan concern, but the framing and emphasis on rooting out hate is slightly more aligned with Democratic messaging on social issues.""
}",False
2023-02-16 17:34:29,RepHouchin,Today’s first visit in Seymour was  new factory. Indiana’s manufacturing friendly state influenced th…,Republican,0,2023,biden-era,False,Republican,Populist,35,"The tweet emphasizes manufacturing and state-level economic development in Indiana, which aligns with Republican messaging, but limited text makes classification low-confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet emphasizes manufacturing and state-level economic development in Indiana, which aligns with Republican messaging, but limited text makes classification low-confidence.""
}",False
2021-04-18 16:08:40,SenSanders,Make no mistake about what is happening here: activist Aleksei Navalny is being murdered in front of the world by Vladimir Putin for the crime of exposing Putins vast corruption. Navalnys doctors must be allowed to see him immediately.,Democrat,1,2021,biden-era,True,Democrat,Establishment,72,"The tweet criticizes Putin and advocates for international human rights intervention, which aligns with mainstream Democratic foreign policy positions and establishment internationalism.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet criticizes Putin and advocates for international human rights intervention, which aligns with mainstream Democratic foreign policy positions and establishment internationalism.""
}",False
2021-03-25 17:08:49,SenBlumenthal,Always grateful to  and  her husband Mike for their brave advocacy.,Democrat,1,2021,biden-era,False,Democrat,Populist,35,"The tweet expresses gratitude for advocacy work, but lacks sufficient partisan or ideological content for confident classification without knowing the specific individuals being referenced.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet expresses gratitude for advocacy work, but lacks sufficient partisan or ideological content for confident classification without knowing the specific individuals being referenced.""
}",False
2021-08-20 18:10:34,SenJohnHoeven,"The  greenhouse is just one example of the ways Jack has worked to grow North Dakotas leadership in all things agriculture, and its fitting that this facility now bears his name. I appreciate the many years weve had working together on projects just like this.",Republican,0,2021,biden-era,False,Republican,Establishment,45,"The tweet references North Dakota agriculture and collaborative bipartisan work, suggesting a centrist establishment Republican, though the vague nature limits confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references North Dakota agriculture and collaborative bipartisan work, suggesting a centrist establishment Republican, though the vague nature limits confidence.""
}",False
2021-03-04 04:16:18,SenSanders,"If we are serious about calling ourselves a democracy, we need to end voter suppression and make it easier for people to vote. I applaud the House of Representatives for passing this legislation. The Senate must move quickly to take it up and passit.",Democrat,1,2021,biden-era,True,Democrat,Populist,92,The emphasis on expanding voting access and criticizing voter suppression aligns with Democratic populist priorities of removing barriers to democratic participation.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The emphasis on expanding voting access and criticizing voter suppression aligns with Democratic populist priorities of removing barriers to democratic participation.""
}",False
2021-12-22 21:57:51,SenatorCarper,"The U.S. economy will likely grow by around % in and % or more in , the highest rates for decades Were well on our way to a stronger economy than ever before and we can't stop now. As  would say, keep the faith.",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"The tweet emphasizes economic growth statistics and continuity of current policies, typical of establishment Republicans defending incumbent administration performance.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes economic growth statistics and continuity of current policies, typical of establishment Republicans defending incumbent administration performance.""
}",False
2022-12-02 20:42:52,RepTroyNehls,"🚨 BREAKING 🚨

DHS planned meetings with leftist groups who pushed the fake Border Patrol whipping story. 

This has…",Republican,0,2022,biden-era,False,Republican,Populist,92,"The tweet uses inflammatory language ('fake,' 'leftist'), attacks DHS for meeting with progressive groups, and references the disputed 2021 Border Patrol incident in a conspiratorial tone typical of populist Republican messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet uses inflammatory language ('fake,' 'leftist'), attacks DHS for meeting with progressive groups, and references the disputed 2021 Border Patrol incident in a conspiratorial tone typical of populist Republican messaging.""
}",False
2021-04-20 13:59:49,SenatorDurbin,"From limiting drop box locations in Black and Brown communities, to reducing opportunities to vote by mail, voter suppression laws emerge from a playbook going back to the Jim Crow era. These efforts are a deliberate effort to suppress voters, particularly voters of color.",Democrat,1,2021,biden-era,False,Democrat,Populist,92,"The tweet criticizes voter suppression laws with specific focus on racial disparities, using historically charged language (Jim Crow era) that aligns with Democratic voting rights advocacy and populist concern for marginalized communities.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet criticizes voter suppression laws with specific focus on racial disparities, using historically charged language (Jim Crow era) that aligns with Democratic voting rights advocacy and populist concern for marginalized communities.""
}",False
2022-09-08 17:37:42,RepGregMurphy,The United Kingdom has lost a beloved and respected ruler. Our prayers are with our allies today as they mourn the…,Republican,0,2022,biden-era,False,Republican,Establishment,35,"The tweet expresses respectful condolences for a deceased UK monarch with diplomatic language typical of establishment politicians, but lacks partisan indicators to determine party affiliation with high confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet expresses respectful condolences for a deceased UK monarch with diplomatic language typical of establishment politicians, but lacks partisan indicators to determine party affiliation with high confidence.""
}",False
2021-08-26 01:03:57,SenatorHagerty,"Made important and  productive stops on my Economic Development tour in Northeast Tennessee.  the Holston Army Ammunition plant, and  the mayors and  sheriffs in the region all play a vital role in TN's economic growth, and  Im proud of the work theyre doing.",Republican,0,2021,biden-era,False,Republican,Establishment,85,"Focus on economic development, military infrastructure (Holston Army Ammunition plant), and collaborative work with local government officials reflects establishment Republican priorities in a traditionally Republican region of Tennessee.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Focus on economic development, military infrastructure (Holston Army Ammunition plant), and collaborative work with local government officials reflects establishment Republican priorities in a traditionally Republican region of Tennessee.""
}",False
2022-05-18 18:37:58,CongressmanGT,"For 57 years, Head Start has given every child – regardless of circumstances at birth – a chance to succeed in scho…",Republican,0,2022,biden-era,False,Democrat,Establishment,75,"Support for Head Start, a well-established federal social program, reflects traditional Democratic emphasis on government-funded education and social equity initiatives.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""Support for Head Start, a well-established federal social program, reflects traditional Democratic emphasis on government-funded education and social equity initiatives.""
}",False
2023-02-03 20:32:46,RepAshleyHinson,"As the #2 state for agricultural exports, Iowa farmers know how critical free trade is for our state’s economy. Enj…",Republican,0,2023,biden-era,False,Republican,Establishment,75,"The tweet emphasizes free trade support and agricultural exports, which aligns with traditional Republican economic policy and establishment Republican values.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet emphasizes free trade support and agricultural exports, which aligns with traditional Republican economic policy and establishment Republican values.""
}",False
2021-12-15 23:46:57,SenWhitehouse,We will be measured by how we respond. One party is clear: it sold out to fossil fuel interests its bought and paid for. But how much better are we? We know what we need to do. We are not yet doing it. Close doesnt count where safety is at stake.,Democrat,1,2021,biden-era,False,Democrat,Populist,85,"Criticizes corporate influence (fossil fuel interests) and demands stronger action on climate/safety rather than incremental progress, reflecting populist anti-establishment messaging while using typical Democratic climate rhetoric.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""Criticizes corporate influence (fossil fuel interests) and demands stronger action on climate/safety rather than incremental progress, reflecting populist anti-establishment messaging while using typical Democratic climate rhetoric.""
}",False
2022-12-02 17:04:15,RepRussFulcher,I joined 28 Republican colleagues in urging President Biden to reverse course on his destructive domestic energy ag…,Republican,0,2022,biden-era,False,Republican,Establishment,95,Republican senator publicly opposing Biden's energy policy alongside party colleagues demonstrates clear Republican alignment and establishment positioning.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 95,
  ""reasoning"": ""Republican senator publicly opposing Biden's energy policy alongside party colleagues demonstrates clear Republican alignment and establishment positioning.""
}",False
2021-12-05 18:00:03,SenatorRounds,Bob Dole was a man of character. His life was dedicated to service and he will always be remembered as a true American hero. Our world needs more leaders like him. My prayers are with Elizabeth and the entire Dole family.,Republican,0,2021,biden-era,False,Republican,Establishment,85,"The tribute to Bob Dole, a prominent establishment Republican leader, combined with the formal tone and emphasis on traditional values of service reflects establishment Republican sentiment.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tribute to Bob Dole, a prominent establishment Republican leader, combined with the formal tone and emphasis on traditional values of service reflects establishment Republican sentiment.""
}",False
2021-02-21 15:35:05,SenAngusKing,"It was a pleasure to join   and  on Left, Right and Center to share the thinking of Senate moderates as we help shape the COVID-19 relief package making its way through Congress.  is a lively listen, and even more fun to participate in.",Democrat,1,2021,biden-era,True,Democrat,Establishment,45,"The senator's self-identification as a 'moderate' working on bipartisan COVID relief suggests establishment centrism, though the leaning cannot be determined with high confidence without additional context.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The senator's self-identification as a 'moderate' working on bipartisan COVID relief suggests establishment centrism, though the leaning cannot be determined with high confidence without additional context.""
}",False
2023-02-03 20:50:49,Rep_Magaziner,"Had such a blast at today’s event officially opening our district office in Warwick.

Our doors are always open & o…",Democrat,1,2023,biden-era,False,Democrat,Establishment,25,"The tweet describes a routine constituent service event with no ideological markers, making classification difficult without additional context about the senator or their usual messaging patterns.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet describes a routine constituent service event with no ideological markers, making classification difficult without additional context about the senator or their usual messaging patterns.""
}",False
2022-08-11 17:36:06,RepMcCaul,"As the author of the CHIPS for America Act, I fought for over 2 years to push this bill across the finish line. Wit…",Republican,0,2022,biden-era,False,Democrat,Establishment,45,"The tweet references authoring major legislation (CHIPS Act), suggesting establishment credentials, but lacks partisan indicators to determine party affiliation with high confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references authoring major legislation (CHIPS Act), suggesting establishment credentials, but lacks partisan indicators to determine party affiliation with high confidence.""
}",False
2021-07-12 20:18:37,repdavidscott,Applications are open now for #GA13 students seeking a Congressional nomination to attend a military academy in 202…,Democrat,1,2021,biden-era,False,Republican,Establishment,35,"The tweet announces a routine constituent service (military academy nominations) typical of any representative, but the GA13 reference suggests a Republican district representative with insufficient ideological content for confident classification.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet announces a routine constituent service (military academy nominations) typical of any representative, but the GA13 reference suggests a Republican district representative with insufficient ideological content for confident classification.""
}",False
