date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error
2021-03-12 18:41:10,SenAngusKing,The American Rescue Plan will provide vital funds for Maine businesses from funding for broadband and the agricultural industry to support for restaurants and live performance venues.  has a great overview:,Democrat,1,2021,biden-era,True,Democrat,Establishment,85,"The tweet praises the American Rescue Plan and highlights its benefits for various Maine industries, reflecting Democratic support for the Biden administration's economic relief legislation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet praises the American Rescue Plan and highlights its benefits for various Maine industries, reflecting Democratic support for the Biden administration's economic relief legislation.""
}",False
2021-03-19 14:09:38,SenSanders,"Maybe its a radical idea, but I believe a job should lift workers out of poverty not keep them in it.",Democrat,1,2021,biden-era,True,Democrat,Populist,85,"The tweet advocates for higher wages and worker protections, a core populist Democratic position that prioritizes working-class economic welfare.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet advocates for higher wages and worker protections, a core populist Democratic position that prioritizes working-class economic welfare.""
}",False
2021-10-05 13:53:39,SenatorRomney,"Receiving this terrible news with a heavy heart. My prayers are with Mafatinis family, teammates, and friends.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"This is a condolence message with religious reference (prayers) that lacks partisan political content, making classification uncertain but the religious framing is slightly more common in Republican messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""This is a condolence message with religious reference (prayers) that lacks partisan political content, making classification uncertain but the religious framing is slightly more common in Republican messaging.""
}",False
2021-03-25 01:30:07,SenatorCollins,The current application deadline for PPP is March just days away. I spoke from the Senate floor today to urge my colleagues to quickly pass bipartisan legislation Im co-leading to extend the deadline to apply to May and give SBA more time to process loans.,Republican,0,2021,biden-era,True,Republican,Establishment,72,"The tweet focuses on practical business relief (PPP extension) with bipartisan framing typical of establishment Republicans, though the pro-business emphasis and SBA support could appeal across the aisle.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet focuses on practical business relief (PPP extension) with bipartisan framing typical of establishment Republicans, though the pro-business emphasis and SBA support could appeal across the aisle.""
}",False
2021-02-18 17:37:53,MartinHeinrich,Excited for the #CountdownToMars like I am? Fun fact: The SuperCam on the  was developed by  - right here in New Mexico! Cheers to the future of space being created by the best and brightest in NM and  be sure to watch history at:,Democrat,1,2021,biden-era,False,Democrat,Establishment,65,"The tweet focuses on space exploration and scientific achievement in New Mexico, promoting local accomplishment and innovation, which aligns with Democratic emphasis on science and infrastructure investment.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet focuses on space exploration and scientific achievement in New Mexico, promoting local accomplishment and innovation, which aligns with Democratic emphasis on science and infrastructure investment.""
}",False
2021-07-26 20:58:49,SenSherrodBrown,"Today marks the st anniversary of the Americans with Disabilities Act. As we celebrate our progress, let us reaffirm that #DisabilityRights are human rights and recommit ourselves to increasing accessibility for all. #ADA31",Democrat,1,2021,biden-era,True,Democrat,Establishment,72,"The tweet emphasizes disability rights and accessibility through a human rights framework, which aligns with Democratic priorities on civil rights and social inclusion.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes disability rights and accessibility through a human rights framework, which aligns with Democratic priorities on civil rights and social inclusion.""
}",False
2023-01-19 14:36:10,RepMariaSalazar,"🚨 ICYMI: This morning, I joined  on  to discuss the crisis at the Southern Border and…",Republican,0,2023,biden-era,False,Republican,Populist,72,Focus on 'crisis at the Southern Border' framing aligns with Republican immigration rhetoric and populist border security concerns.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on 'crisis at the Southern Border' framing aligns with Republican immigration rhetoric and populist border security concerns.""
}",False
2021-05-13 14:42:58,ChrisMurphyCT,"The priority should be a ceasefire. If Hamas will agree to a truce, Israel should not begin a ground invasion. Israel possesses the military power to destroy Gaza, but that would be strategically counterproductive and ethically indefensible.",Democrat,1,2021,biden-era,False,Democrat,Establishment,75,"The tweet prioritizes ceasefire and emphasizes ethical concerns about civilian casualties, reflecting typical Democratic positions on Middle East conflicts, while the measured tone and focus on strategic implications suggest establishment rather than populist rhetoric.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet prioritizes ceasefire and emphasizes ethical concerns about civilian casualties, reflecting typical Democratic positions on Middle East conflicts, while the measured tone and focus on strategic implications suggest establishment rather than populist rhetoric.""
}",False
2023-01-26 20:13:57,RepCarlos,Congratulations to the entire Rubio family! Looking forward to the next UM - UF game. 🏈🎉,Republican,0,2023,biden-era,False,Republican,Establishment,75,"The tweet references Marco Rubio (a prominent Republican senator) and uses celebratory language about a Florida sports rivalry, typical of Republican senators' community engagement posts.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""The tweet references Marco Rubio (a prominent Republican senator) and uses celebratory language about a Florida sports rivalry, typical of Republican senators' community engagement posts.""
}",False
2022-10-26 20:43:44,RepGregStanton,Technology is improving the way law enforcement protects and serves our community—and it's innovative companies lik…,Democrat,1,2022,biden-era,False,Republican,Establishment,65,The tweet's focus on praising law enforcement and pro-business technology solutions aligns with typical Republican establishment messaging supporting police and private sector innovation.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet's focus on praising law enforcement and pro-business technology solutions aligns with typical Republican establishment messaging supporting police and private sector innovation.""
}",False
2021-11-02 21:00:00,SenatorRomney,"As we engage with  allies like Slovenia in the Western Balkan region, we must ensure that these countries remain clear-eyed with Russias deceitful objectives. Its in the best interest of the U.S. and  our allies to pursue paths that advance economic independence from Russia.",Republican,0,2021,biden-era,True,Republican,Establishment,72,"The tweet focuses on traditional foreign policy concerns regarding Russia and NATO allies, which aligns with establishment Republican internationalism and skepticism of Russian geopolitical influence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet focuses on traditional foreign policy concerns regarding Russia and NATO allies, which aligns with establishment Republican internationalism and skepticism of Russian geopolitical influence.""
}",False
2023-01-09 18:15:30,CongressmanRaja,"The EPA's plan to tighten up air pollution standards can prevent as many as 4,200 premature deaths every year.",Democrat,1,2023,biden-era,False,Democrat,Establishment,85,"The tweet supports EPA environmental regulations and emphasizes public health benefits, which aligns with Democratic environmental policy priorities.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet supports EPA environmental regulations and emphasizes public health benefits, which aligns with Democratic environmental policy priorities.""
}",False
2022-12-14 14:21:43,RepBenCline,It was a privilege to honor our local Fincastle Volunteer Fire Department on its 75th anniversary. Since its beginn…,Republican,0,2022,biden-era,False,Republican,Establishment,62,"The tweet focuses on honoring local volunteer fire departments and community traditions, which reflects establishment Republican values of local institutions and civic service.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 62,
  ""reasoning"": ""The tweet focuses on honoring local volunteer fire departments and community traditions, which reflects establishment Republican values of local institutions and civic service.""
}",False
2021-06-22 16:05:57,SenatorDurbin,"More than Americans live, work, and pay taxes in Washington, D.C. without full representation in our nations federal government. Its time for that to change. #DCStatehood is a mustevery American deserves to be fully represented in Congress.",Democrat,1,2021,biden-era,False,Democrat,Populist,92,Support for DC statehood is a signature progressive/Democratic cause emphasizing democratic representation for disenfranchised populations.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""Support for DC statehood is a signature progressive/Democratic cause emphasizing democratic representation for disenfranchised populations.""
}",False
2021-07-21 20:17:50,SenJohnBarrasso,Bidens #NordStream2 deal with Germany is a grave mistake. Paving the way for Russia and Germany to complete this pipeline puts a stranglehold on Europe. Protecting this Russian trap is not in our national security interest.,Republican,0,2021,biden-era,False,Republican,Establishment,85,The tweet criticizes a Biden administration foreign policy decision using strong national security language typical of establishment Republican foreign policy positions.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet criticizes a Biden administration foreign policy decision using strong national security language typical of establishment Republican foreign policy positions.""
}",False
2022-10-13 21:05:59,RepBrownley,As we celebrate the 247th birthday of the  we honor those who have served in the Sailor’s uniform. We are f…,Democrat,1,2022,biden-era,False,Republican,Establishment,45,"The tweet's focus on military service and patriotic celebration aligns with typical Republican messaging, though the limited content and non-partisan nature of honoring veterans makes confidence moderate.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's focus on military service and patriotic celebration aligns with typical Republican messaging, though the limited content and non-partisan nature of honoring veterans makes confidence moderate.""
}",False
2022-11-28 17:08:26,RepRubenGallego,"We don't have a democracy if an election is only fair if your team wins.

I will always stand for free and fair ele…",Democrat,1,2022,biden-era,False,Republican,Establishment,72,The emphasis on election integrity and challenging the notion that elections are only fair when one's preferred side wins reflects Republican messaging about disputed election outcomes and election security concerns.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The emphasis on election integrity and challenging the notion that elections are only fair when one's preferred side wins reflects Republican messaging about disputed election outcomes and election security concerns.""
}",False
2021-03-26 21:01:05,maziehirono,"The bill not only condemns these racist acts, but allows victims to come forward safely without fear. We hope to provide resources for communities to come together and fight intolerance and hate. This is no less than the victims deserve. We need to #StopAsianHate.",Democrat,1,2021,biden-era,False,Democrat,Establishment,85,"The tweet focuses on victim support, community resources, and combating discrimination through legislative action, which aligns with Democratic policy priorities and establishment values.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet focuses on victim support, community resources, and combating discrimination through legislative action, which aligns with Democratic policy priorities and establishment values.""
}",False
2021-01-27 21:21:57,SenBlumenthal,"The horrors of the Holocaust must never be forgotten. Today, on the th anniversary of Auschwitz-Birkenaus liberation, #WeRemember the millions of Jews and  others who fell victim to Nazi atrocities and  recommit to rooting out anti-Semitismand  all forms of hate.",Democrat,1,2021,biden-era,False,Democrat,Establishment,45,"The tweet's focus on Holocaust remembrance and combating anti-Semitism and hate reflects values typically emphasized by Democratic senators, though this is a non-partisan commemorative statement that could be issued by either party.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's focus on Holocaust remembrance and combating anti-Semitism and hate reflects values typically emphasized by Democratic senators, though this is a non-partisan commemorative statement that could be issued by either party.""
}",False
2023-02-16 17:34:29,RepHouchin,Today’s first visit in Seymour was  new factory. Indiana’s manufacturing friendly state influenced th…,Republican,0,2023,biden-era,False,Republican,Establishment,72,"Focus on manufacturing and promoting business-friendly policies is characteristic of Republican messaging, particularly from senators representing industrial Midwestern states.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Focus on manufacturing and promoting business-friendly policies is characteristic of Republican messaging, particularly from senators representing industrial Midwestern states.""
}",False
2021-04-18 16:08:40,SenSanders,Make no mistake about what is happening here: activist Aleksei Navalny is being murdered in front of the world by Vladimir Putin for the crime of exposing Putins vast corruption. Navalnys doctors must be allowed to see him immediately.,Democrat,1,2021,biden-era,True,Democrat,Establishment,72,"The tweet uses strong moral language about human rights violations and calls for international intervention, which aligns with Democratic foreign policy emphasis on democracy promotion and human rights advocacy.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet uses strong moral language about human rights violations and calls for international intervention, which aligns with Democratic foreign policy emphasis on democracy promotion and human rights advocacy.""
}",False
2021-03-25 17:08:49,SenBlumenthal,Always grateful to  and  her husband Mike for their brave advocacy.,Democrat,1,2021,biden-era,False,Democrat,Establishment,65,"The tweet expresses gratitude for someone's advocacy work, which aligns with Democratic messaging patterns, though the limited content and lack of policy specifics prevent higher confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The tweet expresses gratitude for someone's advocacy work, which aligns with Democratic messaging patterns, though the limited content and lack of policy specifics prevent higher confidence.""
}",False
2021-08-20 18:10:34,SenJohnHoeven,"The  greenhouse is just one example of the ways Jack has worked to grow North Dakotas leadership in all things agriculture, and its fitting that this facility now bears his name. I appreciate the many years weve had working together on projects just like this.",Republican,0,2021,biden-era,False,Republican,Establishment,72,"The tweet praises a colleague's agricultural work in North Dakota with a formal, institutional tone typical of establishment Republican senators focused on regional economic development.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet praises a colleague's agricultural work in North Dakota with a formal, institutional tone typical of establishment Republican senators focused on regional economic development.""
}",False
2021-03-04 04:16:18,SenSanders,"If we are serious about calling ourselves a democracy, we need to end voter suppression and make it easier for people to vote. I applaud the House of Representatives for passing this legislation. The Senate must move quickly to take it up and passit.",Democrat,1,2021,biden-era,True,Democrat,Populist,92,Advocacy for voting rights expansion and criticism of voter suppression aligns with Democratic priorities and populist emphasis on democratic participation for all.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""Advocacy for voting rights expansion and criticism of voter suppression aligns with Democratic priorities and populist emphasis on democratic participation for all.""
}",False
2021-12-22 21:57:51,SenatorCarper,"The U.S. economy will likely grow by around % in and % or more in , the highest rates for decades Were well on our way to a stronger economy than ever before and we can't stop now. As  would say, keep the faith.",Democrat,1,2021,biden-era,False,Republican,Establishment,72,"The tweet emphasizes economic growth achievements and continuity of current policies, which aligns with Republican messaging on economic performance and governance.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes economic growth achievements and continuity of current policies, which aligns with Republican messaging on economic performance and governance.""
}",False
2022-12-02 20:42:52,RepTroyNehls,"🚨 BREAKING 🚨

DHS planned meetings with leftist groups who pushed the fake Border Patrol whipping story. 

This has…",Republican,0,2022,biden-era,False,Republican,Populist,85,"The tweet uses inflammatory language ('fake,' 'leftist groups') and attacks the Biden administration's DHS while defending Border Patrol against criticism, characteristic of populist Republican messaging.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet uses inflammatory language ('fake,' 'leftist groups') and attacks the Biden administration's DHS while defending Border Patrol against criticism, characteristic of populist Republican messaging.""
}",False
2021-04-20 13:59:49,SenatorDurbin,"From limiting drop box locations in Black and Brown communities, to reducing opportunities to vote by mail, voter suppression laws emerge from a playbook going back to the Jim Crow era. These efforts are a deliberate effort to suppress voters, particularly voters of color.",Democrat,1,2021,biden-era,False,Democrat,Populist,92,"The tweet criticizes voter suppression targeting communities of color and invokes Jim Crow era parallels, which are characteristic Democratic positions focused on voting rights advocacy and racial justice.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 92,
  ""reasoning"": ""The tweet criticizes voter suppression targeting communities of color and invokes Jim Crow era parallels, which are characteristic Democratic positions focused on voting rights advocacy and racial justice.""
}",False
2022-09-08 17:37:42,RepGregMurphy,The United Kingdom has lost a beloved and respected ruler. Our prayers are with our allies today as they mourn the…,Republican,0,2022,biden-era,False,Republican,Establishment,45,"The tweet's formal, respectful tone regarding international relations and emphasis on U.S.-UK alliance reflects establishment values, though the sentiment is bipartisan and provides limited partisan indicators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's formal, respectful tone regarding international relations and emphasis on U.S.-UK alliance reflects establishment values, though the sentiment is bipartisan and provides limited partisan indicators.""
}",False
2021-08-26 01:03:57,SenatorHagerty,"Made important and  productive stops on my Economic Development tour in Northeast Tennessee.  the Holston Army Ammunition plant, and  the mayors and  sheriffs in the region all play a vital role in TN's economic growth, and  Im proud of the work theyre doing.",Republican,0,2021,biden-era,False,Republican,Establishment,75,"Focus on economic development, military/defense infrastructure (Holston Army Ammunition plant), and collaboration with local law enforcement reflects conservative establishment priorities and regional economic messaging typical of Republican senators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 75,
  ""reasoning"": ""Focus on economic development, military/defense infrastructure (Holston Army Ammunition plant), and collaboration with local law enforcement reflects conservative establishment priorities and regional economic messaging typical of Republican senators.""
}",False
2022-05-18 18:37:58,CongressmanGT,"For 57 years, Head Start has given every child – regardless of circumstances at birth – a chance to succeed in scho…",Republican,0,2022,biden-era,False,Democrat,Establishment,85,"Support for Head Start, a longstanding federal education program, reflects Democratic commitment to social safety nets and equal opportunity for disadvantaged children.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Support for Head Start, a longstanding federal education program, reflects Democratic commitment to social safety nets and equal opportunity for disadvantaged children.""
}",False
2023-02-03 20:32:46,RepAshleyHinson,"As the #2 state for agricultural exports, Iowa farmers know how critical free trade is for our state’s economy. Enj…",Republican,0,2023,biden-era,False,Republican,Establishment,72,"Emphasis on agricultural exports and free trade reflects traditional conservative economic policy priorities, typical of rural Republican senators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Emphasis on agricultural exports and free trade reflects traditional conservative economic policy priorities, typical of rural Republican senators.""
}",False
2021-12-15 23:46:57,SenWhitehouse,We will be measured by how we respond. One party is clear: it sold out to fossil fuel interests its bought and paid for. But how much better are we? We know what we need to do. We are not yet doing it. Close doesnt count where safety is at stake.,Democrat,1,2021,biden-era,False,Democrat,Populist,85,"The tweet criticizes fossil fuel industry influence, emphasizes climate/safety concerns, and calls for stronger action—themes aligned with progressive Democratic messaging.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 85,
  ""reasoning"": ""The tweet criticizes fossil fuel industry influence, emphasizes climate/safety concerns, and calls for stronger action—themes aligned with progressive Democratic messaging.""
}",False
2022-12-02 17:04:15,RepRussFulcher,I joined 28 Republican colleagues in urging President Biden to reverse course on his destructive domestic energy ag…,Republican,0,2022,biden-era,False,Republican,Establishment,92,"Senator criticizes Biden's energy policy alongside Republican colleagues, using strong language like 'destructive' typical of Republican opposition to Democratic energy agenda.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 92,
  ""reasoning"": ""Senator criticizes Biden's energy policy alongside Republican colleagues, using strong language like 'destructive' typical of Republican opposition to Democratic energy agenda.""
}",False
2021-12-05 18:00:03,SenatorRounds,Bob Dole was a man of character. His life was dedicated to service and he will always be remembered as a true American hero. Our world needs more leaders like him. My prayers are with Elizabeth and the entire Dole family.,Republican,0,2021,biden-era,False,Republican,Establishment,85,"Tribute to Bob Dole, a Republican icon, reflects establishment Republican values and suggests the tweeter is likely from the same party.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 85,
  ""reasoning"": ""Tribute to Bob Dole, a Republican icon, reflects establishment Republican values and suggests the tweeter is likely from the same party.""
}",False
2021-02-21 15:35:05,SenAngusKing,"It was a pleasure to join   and  on Left, Right and Center to share the thinking of Senate moderates as we help shape the COVID-19 relief package making its way through Congress.  is a lively listen, and even more fun to participate in.",Democrat,1,2021,biden-era,True,Democrat,Establishment,72,"The tweet emphasizes moderate, bipartisan cooperation on COVID-19 relief and references participation in mainstream media discourse, which aligns with Democratic establishment messaging focused on institutional collaboration.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes moderate, bipartisan cooperation on COVID-19 relief and references participation in mainstream media discourse, which aligns with Democratic establishment messaging focused on institutional collaboration.""
}",False
2023-02-03 20:50:49,Rep_Magaziner,"Had such a blast at today’s event officially opening our district office in Warwick.

Our doors are always open & o…",Democrat,1,2023,biden-era,False,Democrat,Establishment,45,"The tweet's emphasis on opening a district office and constituent service is consistent with Democratic messaging, though the content is too generic to classify with high confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet's emphasis on opening a district office and constituent service is consistent with Democratic messaging, though the content is too generic to classify with high confidence.""
}",False
2022-08-11 17:36:06,RepMcCaul,"As the author of the CHIPS for America Act, I fought for over 2 years to push this bill across the finish line. Wit…",Republican,0,2022,biden-era,False,Republican,Establishment,72,"The tweet emphasizes personal authorship of major legislation and bipartisan achievement on a business-friendly industrial policy bill, consistent with establishment Republican messaging focused on domestic manufacturing and economic competitiveness.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""The tweet emphasizes personal authorship of major legislation and bipartisan achievement on a business-friendly industrial policy bill, consistent with establishment Republican messaging focused on domestic manufacturing and economic competitiveness.""
}",False
2021-07-12 20:18:37,repdavidscott,Applications are open now for #GA13 students seeking a Congressional nomination to attend a military academy in 202…,Democrat,1,2021,biden-era,False,Republican,Establishment,72,"Military academy nominations are a traditional constituent service typically promoted by Republican representatives, and the district reference (#GA13) suggests a conservative-leaning Georgia district.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 72,
  ""reasoning"": ""Military academy nominations are a traditional constituent service typically promoted by Republican representatives, and the district reference (#GA13) suggests a conservative-leaning Georgia district.""
}",False
